show_id,name
s2454,Gordon Chan
s2455,Harold Cronk
s2456,Michael Mason
s2457,Francis Lee
s2458,
s2459,"Kobun Shizuno, Hiroyuki Seshita"
s2460,"Kobun Shizuno, Hiroyuki Seshita"
s2461,"Kobun Shizuno, Hiroyuki Seshita"
s2462,Hong Won-ki
s2463,Clay Glen
s2464,Hrishikesh Mukherjee
s2465,Takuya Inaba
s2466,Martin Campbell
s2467,Sam de Jong
s2468,
s2469,Ivan Sen
s2470,Kabir Sadanand
s2471,Rohit Shetty
s2472,Rohit Shetty
s2473,
s2474,Mark Landre Gould
s2475,Neslihan Yesilyurt
s2476,Sameh Abdulaziz
s2477,Brian Robbins
s2478,Umut Aral
s2479,
s2480,Jeff Stilson
s2481,Chris McCoy
s2482,Andrew Niccol
s2483,Wendy Jo Carlton
s2484,Tarek Abdel Moaty
s2485,Mark Helfrich
s2486,
s2487,
s2488,George Clooney
s2489,Henrik Ruben Genz
s2490,Kate Melville
s2491,"Benny Safdie, Josh Safdie"
s2492,
s2493,
s2494,Martin Scorsese
s2495,
s2496,Justin Chon
s2497,Michael Dowse
s2498,Jay Baruchel
s2499,
s2500,Ari Sandel
s2501,Punit Malhotra
s2502,
s2503,Robert Altman
s2504,
s2505,Danny Cannon
s2506,Mathieu Kassovitz
s2507,Ananth Narayan Mahadevan
s2508,Jerrold Tarog
s2509,
s2510,
s2511,Clint Eastwood
s2512,
s2513,
s2514,
s2515,
s2516,Indra Kumar
s2517,Ron Oliver
s2518,B. Unnikrishnan
s2519,Ahmed Zein
s2520,Ahmed Zein
s2521,Tanuj Chopra
s2522,Fab Five Freddie
s2523,Randal Kleiser
s2524,
s2525,
s2526,
s2527,
s2528,David Hunt
s2529,
s2530,
s2531,
s2532,
s2533,Jeremy Saulnier
s2534,Abba T. Makama
s2535,
s2536,
s2537,Peter Orton
s2538,Juani Libonatti
s2539,
s2540,Allan Ungar
s2541,
s2542,Nanette Burstein
s2543,Miranda de Pencier
s2544,
s2545,Eric Juhola
s2546,Keith Scholey
s2547,"Luis Ara, Ignacio Jaunsolo"
s2548,Sam Macaroni
s2549,MatÃ­as Gueilburt
s2550,Ruchi Narain
s2551,Mahesh Bhatt
s2552,Dani de la Torre
s2553,Anjali Nayar
s2554,Arjun Jandyala
s2555,Sharan Sharma
s2556,
s2557,Shanker Raman
s2558,
s2559,Mani Ratnam
s2560,
s2561,James Woodroffe
s2562,Sanjay Leela Bhansali
s2563,
s2564,
s2565,Esteban Vidal
s2566,Sermiyan Midyat
s2567,Sermiyan Midyat
s2568,
s2569,
s2570,
s2571,Amitoj Mann
s2572,
s2573,Faozan Rizal
s2574,
s2575,Ali Taner BaltacÄ±
s2576,Vishal Bhardwaj
s2577,
s2578,"Ethan Coen, Joel Coen"
s2579,Adam Shankman
s2580,"Ibrahim Bin Mohamed, Hasan Aljaberi"
s2581,"Ali Bin Matar, Ibrahim Bin Mohamed"
s2582,Oluseyi Asurf
s2583,
s2584,Mohit Suri
s2585,Nila Madhab Panda
s2586,"Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki"
s2587,Ian Kirby
s2588,
s2589,Satish Kaushik
s2590,John Irvin
s2591,Aijaz Khan
s2592,Akram Farouk
s2593,John Butler
s2594,
s2595,Jeff Garlin
s2596,
s2597,Johnny Martin
s2598,Joe Berlinger
s2599,Madeleine Parry
s2600,"Madeleine Parry, Jon Olb"
s2601,
s2602,Lance Bangs
s2603,Doesjka van Hoogdalem
s2604,Tim Van Someren
s2605,Mamat Khalid
s2606,
s2607,
s2608,
s2609,Jared Stern
s2610,Alice Rohrwacher
s2611,Amarpreet G S Chabbra
s2612,"Joe Dietsch, Louie Gibson"
s2613,
s2614,Farah Khan
s2615,Nawapol Thamrongrattanarit
s2616,Luis Javier M. Henaine
s2617,
s2618,
s2619,
s2620,Hardik Mehta
s2621,Shlok Sharma
s2622,Matt Eskandari
s2623,Eric Laneuville
s2624,"Robert Osman, Nathanael Wiseman"
s2625,Ilya Naishuller
s2626,
s2627,Bobcat Goldthwait
s2628,Paresh Mokashi
s2629,Michael McKay
s2630,
s2631,"Jon Hurwitz, Hayden Schlossberg"
s2632,Danny Leiner
s2633,Daniel Raim
s2634,
s2635,Ron Oliver
s2636,Ah Loong
s2637,Ron Davis
s2638,"Justin Bare, Matthew Miele"
s2639,
s2640,Aamir Bashir
s2641,
s2642,Christopher Storer
s2643,Vinil Mathew
s2644,David Dhawan
s2645,
s2646,
s2647,Alberto Arnaut Estrada
s2648,
s2649,
s2650,
s2651,Milan Luthria
s2652,
s2653,
s2654,Jon Schnitzer
s2655,Brant Sersen
s2656,Donick Cary
s2657,
s2658,Eddie Martin
s2659,
s2660,Andrew C. Erin
s2661,Vibhu Virender Puri
s2662,Åženol SÃ¶nmez
s2663,Steven Soderbergh
s2664,Sudhir Mishra
s2665,
s2666,Lucien Jean-Baptiste
s2667,Davis Guggenheim
s2668,Jason Krawczyk
s2669,Quinn Lasher
s2670,Elle Callahan
s2671,Ana Kokkinos
s2672,"Timo Tjahjanto, Kimo Stamboel"
s2673,
s2674,Jalil Lespert
s2675,Kelly Noonan
s2676,
s2677,
s2678,David Mirkin
s2679,
s2680,Chris Sivertson
s2681,Lucien Bourjeily
s2682,
s2683,
s2684,Huang Jianming
s2685,
s2686,
s2687,"Leung Lok Man, Luk Kim-ching"
s2688,
s2689,"Tom Gianas, Ross R. Shuman"
s2690,
s2691,David Mackenzie
s2692,Guillermo del Toro
s2693,Sohail Khan
s2694,
s2695,Cathy Garcia-Molina
s2696,
s2697,Alex Stapleton
s2698,Eli Roth
s2699,Jerrold Tarog
s2700,
s2701,Spike Jonze
s2702,
s2703,Christel Gibson
s2704,Prakash Mehra
s2705,Rod Blackhurst
s2706,
s2707,Philippe Aractingi
s2708,Corey Yuen
s2709,
s2710,JoaquÃ­n MazÃ³n
s2711,Elaine McMillion Sheldon
s2712,Madhur Bhandarkar
s2713,
s2714,"Raymie Muzquiz, Stu Livingston"
s2715,
s2716,
s2717,
s2718,Timothy Woodward Jr.
s2719,Stacia Crawford
s2720,
s2721,
s2722,Shawn Arranha
s2723,Liu Jie
s2724,Shigeaki Kubo
s2725,"Shigeaki Kubo, Tsuyoshi Nakakuki"
s2726,"Shigeaki Kubo, Tsuyoshi Nakakuki"
s2727,Yudai Yamaguchi
s2728,Shigeaki Kubo
s2729,Pankaj Batra
s2730,Steven Soderbergh
s2731,
s2732,
s2733,
s2734,Byun Hyuk
s2735,Michael Damian
s2736,
s2737,Scott Hicks
s2738,Imtiaz Ali
s2739,
s2740,
s2741,
s2742,
s2743,Ron Howard
s2744,Sajid Khan
s2745,
s2746,
s2747,Lucy van Beek
s2748,Remi Weekes
s2749,Jennifer Lynch
s2750,
s2751,
s2752,
s2753,Vishnu Govindhan
s2754,
s2755,
s2756,"David Palmer, Dax Shepard"
s2757,Andy Tennant
s2758,"Joachim Fest, Christian Herrendoerfer"
s2759,
s2760,Daniel Kontur
s2761,Daniel Ablin
s2762,Lars Kaalund
s2763,Asim Raza
s2764,
s2765,Gordon Anderson
s2766,
s2767,"Ali Taner BaltacÄ±, Cem YÄ±lmaz"
s2768,Jeremy Saulnier
s2769,Neil Armfield
s2770,"AndrÃ© Odendaal, Johan Vorster"
s2771,John Whitesell
s2772,
s2773,Ernie Barbarash
s2774,Leslie Small
s2775,
s2776,"Anthony Scott Burns, Nicholas McCarthy, Adam Egypt Mortimer, Gary Shore, Kevin Smith, Sarah Adina Smith, Scott Stewart, Kevin Kolsch, Dennis Widmyer"
s2777,Michael A. Nickles
s2778,
s2779,"Javier Ambrossi, Javier Calvo"
s2780,Fernando AyllÃ³n
s2781,Curro VelÃ¡zquez
s2782,Will Allen
s2783,Note Chern-Yim
s2784,Note Chern-Yim
s2785,Rakshith Thirthahalli
s2786,
s2787,
s2788,Kaila York
s2789,
s2790,BeyoncÃ© Knowles-Carter
s2791,Anindya Chatterjee
s2792,
s2793,Justin G. Dyck
s2794,Bille Woodruff
s2795,Bille Woodruff
s2796,Reema Kagti
s2797,Rebecca Johnson
s2798,
s2799,Mike Disa
s2800,Steven Spielberg
s2801,
s2802,Tim Hill
s2803,Sudip Bandyopadhyay
s2804,Pailin Wedel
s2805,Jack C. Newell
s2806,Brodje Wemboendja
s2807,
s2808,Alexandre Aja
s2809,
s2810,Gary Andrews
s2811,
s2812,Ayush Raina
s2813,Jeff Baena
s2814,
s2815,Marty Stalker
s2816,Federico Lemos
s2817,Scott Cooper
s2818,Michael Polish
s2819,
s2820,Yuki Yamato
s2821,"Jill Bauer, Ronna Gradus"
s2822,"Jill Bauer, Ronna Gradus, Rashida Jones"
s2823,Max McGill
s2824,Akiva Schaffer
s2825,AndaÃ§ HaznedaroÄŸlu
s2826,
s2827,Thor Freudenthal
s2828,Janusz Majewski
s2829,
s2830,Genndy Tartakovsky
s2831,"Shashanka Ghosh, Samit Basu"
s2832,Mark Tonderai
s2833,
s2834,Alex Merkin
s2835,Sandy Chronopoulos
s2836,Ziga Virc
s2837,Bruce Leddy
s2838,David M. Rosenthal
s2839,Tom O'Dell
s2840,Ron Howard
s2841,Ken Marino
s2842,Lionel C. Martin
s2843,Jerry Rothwell
s2844,
s2845,
s2846,"Joanna Lombardi, Bruno Ascenzo"
s2847,
s2848,Jocelyn Moorhouse
s2849,
s2850,
s2851,Cal Seville
s2852,Dean DeBlois
s2853,Cal Saville
s2854,James Ivory
s2855,Amar Gupte
s2856,Steve Brill
s2857,
s2858,Martin Scorsese
s2859,"Sam Liu, Frank Paur"
s2860,Sooraj R. Barjatya
s2861,Sooraj R. Barjatya
s2862,Adam Bolt
s2863,Raj Kanwar
s2864,Shashank Khaitan
s2865,
s2866,Drew Casson
s2867,Taika Waititi
s2868,Keoni Waxman
s2869,Rako Prijanto
s2870,
s2871,Jonathan Mostow
s2872,Harshavardhan Kulkarni
s2873,
s2874,
s2875,Matt Kugelman
s2876,Matt Kugelman
s2877,Saji Surendran
s2878,Mike Flanagan
s2879,Craig Brewer
s2880,
s2881,
s2882,
s2883,
s2884,
s2885,Gabriel Grieco
s2886,Onir
s2887,
s2888,
s2889,"Benjamin Turner, Gabe Turner"
s2890,Jeffrey Schwarz
s2891,Mary Mazzio
s2892,Christophe Charrier
s2893,Nila Madhab Panda
s2894,Laura VanZee Taylor
s2895,
s2896,Justin Kelly
s2897,Grant Sputore
s2898,Eleonore Pourriat
s2899,Feng Xiaogang
s2900,
s2901,Raoul Peck
s2902,Adam SjÃ¶berg
s2903,Osgood Perkins
s2904,Ross Boyask
s2905,Ross Boyask
s2906,Unjoo Moon
s2907,Chuck Russell
s2908,Kasper Collin
s2909,Macon Blair
s2910,Douglas McGrath
s2911,Maria Demeshkina Peek
s2912,Mez Tharatorn
s2913,Punit Malhotra
s2914,
s2915,
s2916,JÃ©rÃ©my Clapin
s2917,Laura MaÃ±Ã¡
s2918,
s2919,Ava DuVernay
s2920,Ken Loach
s2921,Brett Haley
s2922,Justin Krook
s2923,Lance Bangs
s2924,Steve Race
s2925,"Lindsey Cordero, Armando Croda"
s2926,Fernando FrÃ­as de la Parra
s2927,
s2928,Charlie Kaufman
s2929,
s2930,Hong-seon Kim
s2931,Alex Richanbach
s2932,Adam Randall
s2933,Bryan Fogel
s2934,
s2935,Brett Harvey
s2936,Law Wing-cheong
s2937,
s2938,Sachin
s2939,
s2940,"Will McCormack, Michael Govier"
s2941,
s2942,
s2943,Tony Leondis
s2944,Sanjib Dey
s2945,Bobcat Goldthwait
s2946,Steve Paley
s2947,
s2948,Steve Paley
s2949,Jay Chapman
s2950,Kim Jee-woon
s2951,Karey Kirkpatrick
s2952,"Karan Shivajirao Chavan, Vikram Tanajirao Patil"
s2953,
s2954,Walerian Borowczyk
s2955,
s2956,
s2957,Steve Cheng
s2958,Malik Vitthal
s2959,
s2960,Ti West
s2961,
s2962,Anthony Byrne
s2963,Joel Oliansky
s2964,Patricia Font
s2965,
s2966,
s2967,Tope Oshin
s2968,Frank Rajah Arase
s2969,Hamad AlSarraf
s2970,Taron Lexton
s2971,
s2972,
s2973,Johannes Roberts
s2974,Jalil Lespert
s2975,Jim Mickle
s2976,Vincenzo Natali
s2977,Sunao Katabuchi
s2978,
s2979,Brad Peyton
s2980,Christopher Nolan
s2981,AytaÃ§ AÄŸÄ±rlar
s2982,Eric Zaragosa
s2983,Suman Mukhopadhyay
s2984,Jonathan Baker
s2985,Elizabeth Chai Vasarhelyi
s2986,Brad Bird
s2987,Sanjeev Gupta
s2988,
s2989,Stephen S. Campanelli
s2990,
s2991,Steven Spielberg
s2992,Steven Spielberg
s2993,Steven Spielberg
s2994,Steven Spielberg
s2995,John Stewart Muller
s2996,Jacob Kornbluth
s2997,Luca Vullo
s2998,Quentin Tarantino
s2999,
s3000,
s3001,
s3002,Sittisiri Mongkolsiri
s3003,Ziad Doueiri
s3004,"Andrew Lau Wai-Keung, Alan Mak"
s3005,
s3006,Sudhir Mishra
s3007,Iain Softley
s3008,
s3009,Seren YÃ¼ce
s3010,K. Subhash
s3011,
s3012,
s3013,Michael J. Bassett
s3014,
s3015,
s3016,
s3017,
s3018,
s3019,
s3020,James Wan
s3021,
s3022,
s3023,
s3024,Eugenio Derbez
s3025,
s3026,
s3027,Michael Gallagher
s3028,Vetrimaaran
s3029,
s3030,Christopher Martin
s3031,
s3032,Patricia Rozema
s3033,Werner Herzog
s3034,
s3035,Sean Penn
s3036,Alejandro Montiel
s3037,
s3038,Toshiya Shinohara
s3039,Toshiya Shinohara
s3040,Toshiya Shinohara
s3041,Toshiya Shinohara
s3042,
s3043,Clint Eastwood
s3044,Pablo Giorgelli
s3045,Charles Officer
s3046,John Trengove
s3047,Jonathan Helpert
s3048,Wilson Yip
s3049,Wilson Yip
s3050,Wilson Yip
s3051,Wilson Yip
s3052,Nagesh Kukunoor
s3053,Kedar Shinde
s3054,
s3055,Jacob Schwab
s3056,Serge Ou
s3057,
s3058,Leo Riley
s3059,
s3060,Timo Vuorensola
s3061,Stephanie Laing
s3062,
s3063,Rohena Gera
s3064,Prime Cruz
s3065,Ken Ghosh
s3066,V. K. Prakash
s3067,Abhishek Chaubey
s3068,Oliver Kienle
s3069,Chairun Nissa
s3070,
s3071,Jadesola Osiberu
s3072,
s3073,Manish Tiwary
s3074,Trey Edward Shults
s3075,Billy Lyons
s3076,Cathy Garcia-Molina
s3077,Andy Tennant
s3078,
s3079,Ismail Farouk
s3080,Aniedi Anwah
s3081,Maria Ripoll
s3082,
s3083,Hani Hamdi
s3084,
s3085,Abhay Chopra
s3086,Zatella Beatty
s3087,Frank Rajah Arase
s3088,
s3089,
s3090,Young Jun Lee
s3091,
s3092,Umesh Mehra
s3093,Shirish Kunder
s3094,Abbas Tyrewala
s3095,Imtiaz Ali
s3096,Imtiaz Ali
s3097,"Mathias Malzieu, StÃ©phane Berla"
s3098,"Harvey Glazer, Stuart Stone"
s3099,Stuart Orme
s3100,Brian Klein
s3101,Richard van't Riet
s3102,"Dave Skinner, Freddie Waters"
s3103,
s3104,Quentin Tarantino
s3105,Edward Cotterill
s3106,Dustin Nguyen
s3107,David M. Rosenthal
s3108,Kumaran
s3109,Johan Brisinger
s3110,Shanjey Kumar Perumal
s3111,Anurag Basu
s3112,Navjot Gulati
s3113,Madhur Bhandarkar
s3114,
s3115,Jimmy Henderson
s3116,
s3117,Girish Malik
s3118,Nila Madhab Panda
s3119,Dan Lucchesi
s3120,Soumendra Padhi
s3121,Azfar Jafri
s3122,
s3123,
s3124,"RaÃºl Campos, Jan Suter"
s3125,Aadish Keluskar
s3126,
s3127,
s3128,Don Michael Paul
s3129,Rohit Jugraj
s3130,Ksshitij Chaudhary
s3131,Kevin Smith
s3132,Janusz Majewski
s3133,Sergio BarrejÃ³n
s3134,Robb Dipple
s3135,Manny Rodriguez
s3136,Troy Miller
s3137,"Michael Simon, Matthew McNeil"
s3138,Manny Rodriguez
s3139,Michael Simon
s3140,Michael Simon
s3141,Michael Simon
s3142,Jay Karas
s3143,Christopher Storer
s3144,
s3145,Jon M. Chu
s3146,Lance Bangs
s3147,Lance Bangs
s3148,
s3149,Gillian Robespierre
s3150,
s3151,Lydia Tenaglia
s3152,Vlad Yudin
s3153,
s3154,Michael Bonfiglio
s3155,Joe DeMaio
s3156,Christian Charles
s3157,Marty Callner
s3158,Clint Eastwood
s3159,Ali Scher
s3160,Gerry Hoban
s3161,C. Fitz
s3162,Numa Perrier
s3163,Edward Cotterill
s3164,Sujoy Ghosh
s3165,
s3166,Chris Smith
s3167,Michael Drumm
s3168,Jeannie Gaffigan
s3169,Troy Miller
s3170,Jay Karas
s3171,Jay Chapman
s3172,Shannon Hartman
s3173,Ryan Polito
s3174,Scott Zabielski
s3175,Scott Zabielski
s3176,Shannon Hartman
s3177,Joe Boyd
s3178,Sam Wrench
s3179,Brian Klein
s3180,John A. Davis
s3181,
s3182,Navaniat Singh
s3183,David E. Talbert
s3184,
s3185,
s3186,Stephen Herek
s3187,David Gelb
s3188,Radhu Karmakar
s3189,Shannon Hartman
s3190,Michael McKay
s3191,Shannon Hartman
s3192,Lee Jeong-beom
s3193,Griffin Dunne
s3194,Scott L. Montoya
s3195,JosÃ© Miguel Contreras
s3196,Ashutosh Gowariker
s3197,John Edginton
s3198,Daniel Gray Longino
s3199,Anthony Giordano
s3200,Anthony Giordano
s3201,Ashim Ahluwalia
s3202,Michael Epstein
s3203,Andrew Stanton
s3204,Ahishor Solomon
s3205,Will Forbes
s3206,
s3207,
s3208,Rhys Thomas
s3209,Alex Timbers
s3210,Ryan Polito
s3211,Rhys Thomas
s3212,
s3213,
s3214,
s3215,
s3216,Shirish Kunder
s3217,Aditya Vikram Sengupta
s3218,LÃ´ Politi
s3219,Bill Oliver
s3220,Toby Haynes
s3221,Amardeep Singh Gill
s3222,"Rob LaDuca, Robert C. Ramirez"
s3223,Joe Piscatella
s3224,
s3225,SÃ©bastien Betbeder
s3226,Sudabeh Mortezai
s3227,
s3228,
s3229,
s3230,Clark Johnson
s3231,Judah Friedlander
s3232,Marcus Raboy
s3233,Atharv Baluja
s3234,David Dhawan
s3235,David Dhawan
s3236,John Schultz
s3237,Susannah Heath-Eves
s3238,Nora Ephron
s3239,Kenny Ortega
s3240,
s3241,
s3242,
s3243,
s3244,Salim Akil
s3245,Phil Morrison
s3246,"Lana Wachowski, Lilly Wachowski"
s3247,
s3248,Roberto Santucci
s3249,Ole Bornedal
s3250,Roger Kumble
s3251,"Andy Caballero, Diego Corsini"
s3252,Theodore Boborol
s3253,
s3254,Richard Gabai
s3255,
s3256,Johnnie To
s3257,Jon M. Chu
s3258,Jonathan Demme
s3259,
s3260,
s3261,Stephanie Turner
s3262,
s3263,Kathryn Bigelow
s3264,
s3265,Naoko Yamada
s3266,
s3267,
s3268,
s3269,Bedran GÃ¼zel
s3270,
s3271,Sanjay Gupta
s3272,Makarand Mane
s3273,Kranti Redkar
s3274,Rai Yuvraj Bains
s3275,Soham Shah
s3276,Terrie Samundra
s3277,Tinnu Anand
s3278,Jijo Pancode
s3279,Pa. Ranjith
s3280,
s3281,Karan Johar
s3282,Kundan Shah
s3283,Karan Johar
s3284,Sandeep Reddy Vanga
s3285,Buta Singh
s3286,Sujoy Ghosh
s3287,"Roger Allers, GaÃ«tan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha"
s3288,Abhishek Kapoor
s3289,Pooja Bhatt
s3290,
s3291,Nikkhil Advani
s3292,Sundar C.
s3293,Rupert Jones
s3294,Hani Al-Shaibani
s3295,Jun Lana
s3296,Dhilip Kumar
s3297,Mandla Dube
s3298,Vishal Bhardwaj
s3299,Arun Chidambaram
s3300,Jayan Moodley
s3301,
s3302,Desingh Periyasamy
s3303,
s3304,Shakun Batra
s3305,Musthafa
s3306,Burak Aksak
s3307,Wagner de Assis
s3308,Ali Ragab
s3309,
s3310,Vijay Lalwani
s3311,Hanung Bramantyo
s3312,Satish Kaushik
s3313,Oluseyi Asurf
s3314,
s3315,James Mangold
s3316,Ted Emery
s3317,
s3318,Sai Paranjape
s3319,Linda Mendoza
s3320,Colin Dench
s3321,Lorene Machado
s3322,Brit McAdams
s3323,
s3324,Marcus Raboy
s3325,Alphonso J. Wesson
s3326,Gary Binkow
s3327,Nikhil Advani
s3328,Michael McKay
s3329,Vineeth Anil
s3330,Chandrakant Kulkarni
s3331,
s3332,Madhumita
s3333,Morgan Neville
s3334,Lynn Novick
s3335,Ken Burns
s3336,Ken Burns
s3337,
s3338,Jon M. Chu
s3339,
s3340,Angshuman Ghosh
s3341,
s3342,Shannon Hartman
s3343,Leslie Small
s3344,"Leslie Small, Tim Story"
s3345,"Leslie Small, Tim Story"
s3346,Shannon Hartman
s3347,Leslie Small
s3348,Leslie Small
s3349,Tom Stern
s3350,Andy Fickman
s3351,Paul Miller
s3352,Lori Kaye
s3353,
s3354,Subhash Ghai
s3355,
s3356,
s3357,Rohit Jugraj
s3358,Shashanka Ghosh
s3359,Mohammed Hussain
s3360,Dibakar Banerjee
s3361,
s3362,Hrishikesh Mukherjee
s3363,"Surya S.J., Sunil Kumar Agrawal"
s3364,Sudipto Roy
s3365,
s3366,Dimitri Logothetis
s3367,John Stockwell
s3368,Noah Baumbach
s3369,
s3370,Paul Soriano
s3371,
s3372,Daniel Alfredson
s3373,Thomas Sieben
s3374,TugÃ§e Soysop
s3375,
s3376,Quentin Tarantino
s3377,Quentin Tarantino
s3378,Steven Gomez
s3379,FrÃ©dÃ©ric Tonolli
s3380,
s3381,Åženol SÃ¶nmez
s3382,Paul Tanter
s3383,Jonathan Hensleigh
s3384,Michael Cuesta
s3385,Avinash Arun
s3386,DamiÃ¡n Romay
s3387,
s3388,Stephen Chiodo
s3389,
s3390,
s3391,Robert Luketic
s3392,Darren Grant
s3393,Andrew Dominik
s3394,Attila Till
s3395,Paul Katis
s3396,
s3397,Felix Thompson
s3398,Kemi Adetiba
s3399,Sam Voutas
s3400,Jeffrey W. Byrd
s3401,
s3402,
s3403,Lucy Cohen
s3404,Steve Greenwood
s3405,"Peter Farrelly, Bobby Farrelly"
s3406,Deniz Gamze ErgÃ¼ven
s3407,
s3408,
s3409,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla"
s3410,Puneet Sira
s3411,Aziz Mirza
s3412,Sean Cisterna
s3413,
s3414,Gary Fleder
s3415,"Joshua Tickell, Rebecca Harrell Tickell"
s3416,
s3417,
s3418,Sigrid Andrea Bernardo
s3419,
s3420,Woo Ming Jin
s3421,Sergio Pablos
s3422,
s3423,
s3424,Rachel Lears
s3425,Eli Roth
s3426,"Frank Capra, Joris Ivens"
s3427,Alex Proyas
s3428,
s3429,
s3430,KÄ±vanÃ§ BaruÃ¶nÃ¼
s3431,KÄ±vanÃ§ BaruÃ¶nÃ¼
s3432,Mark Raso
s3433,Partho Mitra
s3434,Jonathan Taylor
s3435,Chakri Toleti
s3436,Noor Imran Mithu
s3437,
s3438,"Joachim RÃ¸nning, Espen Sandberg"
s3439,
s3440,
s3441,
s3442,
s3443,Gulzar
s3444,Hans Petter Moland
s3445,
s3446,"Munjal Shroff, Tilak Shetty"
s3447,"Munjal Shroff, Tilak Shetty"
s3448,Tilak Shetty
s3449,Tilak Shetty
s3450,Tilak Shetty
s3451,
s3452,"Munjal Shroff, Tilak Shetty"
s3453,Trey Edward Shults
s3454,Ravikanth Perepu
s3455,
s3456,Santram Varma
s3457,Oliver Blackburn
s3458,Datta Mohan Bhandare
s3459,William H. Macy
s3460,Anil V. Kumar
s3461,Karan Johar
s3462,Remy Kohli
s3463,
s3464,
s3465,Stephen Chow
s3466,AndrÃ©s Couturier
s3467,Tim Johnson
s3468,Rodolphe Guenoden
s3469,Stanley Tong
s3470,Rizal Mantovani
s3471,Suresh Pillai
s3472,Renzil D'Silva
s3473,
s3474,Tensai Okamura
s3475,Nick Broomfield
s3476,
s3477,Yusuf Pirhasan
s3478,Kundan Shah
s3479,Sangeeth Sivan
s3480,Umesh Ghadge
s3481,Devin Chanda
s3482,David Dhawan
s3483,Samir Karnik
s3484,
s3485,Camille Shooshani
s3486,"Leandro Mark, NicolÃ¡s Silbert"
s3487,"Daniel Lindsay, T.J. Martin"
s3488,Luis Valdez
s3489,
s3490,Giulio Base
s3491,
s3492,
s3493,
s3494,
s3495,Antonio DÃ­az
s3496,
s3497,Pepe Mora
s3498,Roberto Girault Facha
s3499,
s3500,
s3501,
s3502,
s3503,
s3504,
s3505,
s3506,
s3507,Alejandro Lozano
s3508,Syed Ahmad Afzal
s3509,Manav Shah
s3510,Sopon Sukdapisit
s3511,Uraaz Bahl
s3512,
s3513,Greta Gerwig
s3514,Chris Nahon
s3515,Shaun Paul Piccinino
s3516,
s3517,M. Night Shyamalan
s3518,Emmanuel Mouret
s3519,
s3520,
s3521,"Lygia Barbosa da Silva, Eliane Brum"
s3522,Ashutosh Gowariker
s3523,Mike Ezuruonye
s3524,
s3525,Farhan Akhtar
s3526,Sushil Majumdar
s3527,Mahesh Manjrekar
s3528,
s3529,Sam Loh
s3530,Tosin Coker
s3531,R. Ellis Frazier
s3532,
s3533,Brian Volk-Weiss
s3534,
s3535,
s3536,
s3537,
s3538,"Alex Parkinson, Richard da Costa"
s3539,
s3540,Jaki Bradley
s3541,Obi Emelonye
s3542,
s3543,Kazuaki Kiriya
s3544,Massy Tadjedin
s3545,Juliet May
s3546,Frank W Chen
s3547,"Regina Welker, Nina Wels"
s3548,Michael Drumm
s3549,
s3550,John Hillcoat
s3551,
s3552,Matthew Vaughn
s3553,Mijke de Jong
s3554,"Damien Piscarel, Florent Bodin"
s3555,Emmanuel Amara
s3556,Leslie Iwerks
s3557,
s3558,Anand Tucker
s3559,"Eric Summer, Ã‰ric Warin"
s3560,Roy Allen Smith
s3561,Ron Myrick
s3562,Ron Myrick
s3563,Ron Myrick
s3564,
s3565,
s3566,B.N. Shajeer Sha
s3567,Lee Daniels
s3568,Vic Armstrong
s3569,
s3570,Brian Helgeland
s3571,Zack Snyder
s3572,Yang Lei
s3573,
s3574,
s3575,Chia-Liang Liu
s3576,
s3577,Joe Menendez
s3578,Scott Stewart
s3579,
s3580,Rick Morales
s3581,
s3582,
s3583,"Andrew Tan, Stephen Murray"
s3584,
s3585,"Anders Falck, Stinus Morell Vithner"
s3586,
s3587,
s3588,Michael D. Black
s3589,Rob Silvestri
s3590,Michael D. Black
s3591,
s3592,
s3593,
s3594,
s3595,
s3596,Greg Richardson
s3597,
s3598,Ashraf Fayeq
s3599,
s3600,Jayaprakash Radhakrishnan
s3601,
s3602,Mario Cambi
s3603,"Pascal Blanchard, Sonia Dauger, David Dietz"
s3604,Tom Hooper
s3605,"David Benioff, D.B. Weiss"
s3606,Kim A. Snyder
s3607,John Ridley
s3608,Luke Snellin
s3609,John Huston
s3610,Inas El-Degheidy
s3611,
s3612,
s3613,
s3614,Onur ÃœnlÃ¼
s3615,
s3616,Jenna Laurenzo
s3617,Vince Marcello
s3618,Geetu Mohandas
s3619,
s3620,
s3621,Brian Webber
s3622,
s3623,Jason Spingarn-Koff
s3624,Jeff Baena
s3625,Anurag Basu
s3626,Ron Davis
s3627,Rakesh Mehta
s3628,Pawan K Shrivastava
s3629,
s3630,"John Haptas, Kristine Samuelson"
s3631,
s3632,
s3633,
s3634,Wael Ehsan
s3635,Justin McConnell
s3636,Johnnie To
s3637,Ekene Som Mekwunye
s3638,Kevin Peeples
s3639,Lauren Miller Rogen
s3640,Alfonso Arau
s3641,"Sebastian Jones, Ramez Silyan"
s3642,Charles Stone III
